,datetime,cluster,is_rain
2267,2018-09-03 12,16,0
2268,2018-09-03 13,16,0
2269,2018-09-03 14,16,0
2270,2018-09-03 15,16,0
2271,2018-09-03 16,6,1
2272,2018-09-03 17,6,1
2273,2018-09-03 18,0,1
2274,2018-09-03 19,0,1
2275,2018-09-03 20,0,1
2276,2018-09-03 21,0,1
2277,2018-09-03 22,0,1
2278,2018-09-03 23,15,0
2279,2018-09-04 00,15,0
2280,2018-09-04 01,15,0
2281,2018-09-04 02,15,0
2282,2018-09-04 03,15,0
2283,2018-09-04 04,15,0
2284,2018-09-04 05,15,0
2285,2018-09-04 06,15,0
2286,2018-09-04 07,15,0
2287,2018-09-04 08,15,0
2288,2018-09-04 09,4,0
2289,2018-09-04 10,4,0
2290,2018-09-04 11,11,0
2291,2018-09-04 12,11,0
2292,2018-09-04 13,11,0
2293,2018-09-04 14,2,0
2294,2018-09-04 15,11,0
2295,2018-09-04 16,11,0
2296,2018-09-04 17,2,0
2297,2018-09-04 18,2,0
2298,2018-09-04 19,11,0
2299,2018-09-04 20,11,0
2300,2018-09-04 21,4,0
2301,2018-09-04 22,4,0
2302,2018-09-04 23,4,0
2303,2018-09-05 00,4,0
2304,2018-09-05 01,15,0
2305,2018-09-05 02,15,0
2306,2018-09-05 03,15,0
2307,2018-09-05 04,15,0
2308,2018-09-05 05,15,0
2309,2018-09-05 06,15,0
2310,2018-09-05 07,15,0
2311,2018-09-05 08,4,0
2312,2018-09-05 09,4,0
2313,2018-09-05 10,11,0
2314,2018-09-05 11,11,0
2315,2018-09-05 12,11,0
2316,2018-09-05 13,11,0
2317,2018-09-05 14,2,0
2318,2018-09-05 15,2,0
2319,2018-09-05 16,2,0
2320,2018-09-05 17,11,0
2321,2018-09-05 18,2,0
2322,2018-09-05 19,11,0
2323,2018-09-05 20,11,0
2324,2018-09-05 21,16,0
2325,2018-09-05 22,16,0
2326,2018-09-05 23,4,0
2327,2018-09-06 00,16,0
2328,2018-09-06 01,4,0
2329,2018-09-06 02,15,0
2330,2018-09-06 03,15,0
2331,2018-09-06 04,15,0
2332,2018-09-06 05,15,0
2333,2018-09-06 06,15,0
2334,2018-09-06 07,15,0
2335,2018-09-06 08,15,0
2336,2018-09-06 09,16,0
2337,2018-09-06 10,16,0
2338,2018-09-06 11,11,0
2339,2018-09-06 12,2,0
2340,2018-09-06 13,2,0
2341,2018-09-06 14,2,0
2342,2018-09-06 15,2,0
2343,2018-09-06 16,11,0
2344,2018-09-06 17,11,0
2345,2018-09-06 18,11,0
2346,2018-09-06 19,11,0
2347,2018-09-06 20,11,0
2348,2018-09-06 21,16,0
2349,2018-09-06 22,16,0
2350,2018-09-06 23,11,0
2351,2018-09-07 00,0,1
2352,2018-09-07 01,4,0
2353,2018-09-07 02,0,1
2354,2018-09-07 03,15,0
2355,2018-09-07 04,15,0
2356,2018-09-07 05,15,0
2357,2018-09-07 06,15,0
2358,2018-09-07 07,15,0
2359,2018-09-07 08,15,0
2360,2018-09-07 09,4,0
2361,2018-09-07 10,4,0
2362,2018-09-07 11,11,0
2363,2018-09-07 12,11,0
2364,2018-09-07 13,11,0
2365,2018-09-07 14,11,0
2366,2018-09-07 15,11,0
2367,2018-09-07 16,11,0
2368,2018-09-07 17,11,0
2369,2018-09-07 18,11,0
2370,2018-09-07 19,4,0
2371,2018-09-07 20,4,0
2372,2018-09-07 21,4,0
2373,2018-09-07 22,0,0
2374,2018-09-07 23,0,0
2375,2018-09-08 00,0,0
2376,2018-09-08 01,0,0
2377,2018-09-08 02,0,0
2378,2018-09-08 03,12,0
2379,2018-09-08 04,12,0
2380,2018-09-08 05,12,0
2381,2018-09-08 06,12,0
2382,2018-09-08 07,12,0
2383,2018-09-08 08,12,0
2384,2018-09-08 09,15,0
2385,2018-09-08 10,4,0
2386,2018-09-08 11,11,0
2387,2018-09-08 12,11,0
2388,2018-09-08 13,11,0
2389,2018-09-08 14,11,0
2390,2018-09-08 15,11,0
2391,2018-09-08 16,2,0
2392,2018-09-08 17,2,0
2393,2018-09-08 18,11,0
2394,2018-09-08 19,11,0
2395,2018-09-08 20,4,0
2396,2018-09-08 21,4,0
2397,2018-09-08 22,4,0
2398,2018-09-08 23,4,0
2399,2018-09-09 00,0,0
2400,2018-09-09 01,0,0
2401,2018-09-09 02,12,0
2402,2018-09-09 03,12,0
2403,2018-09-09 04,12,0
2404,2018-09-09 05,12,0
2405,2018-09-09 06,12,0
2406,2018-09-09 07,12,0
2407,2018-09-09 08,12,0
2408,2018-09-09 09,4,0
2409,2018-09-09 10,4,0
2410,2018-09-09 11,11,0
2411,2018-09-09 12,11,0
2412,2018-09-09 13,2,0
2413,2018-09-09 14,2,0
2414,2018-09-09 15,2,0
2415,2018-09-09 16,2,0
2416,2018-09-09 17,2,0
2417,2018-09-09 18,11,0
2418,2018-09-09 19,11,0
2419,2018-09-09 20,4,0
2420,2018-09-09 21,4,0
2421,2018-09-09 22,4,0
2422,2018-09-09 23,4,0
2423,2018-09-10 00,4,0
2424,2018-09-10 01,15,0
2425,2018-09-10 02,15,0
2426,2018-09-10 03,15,0
2427,2018-09-10 04,15,0
2428,2018-09-10 05,0,0
2429,2018-09-10 06,0,0
2430,2018-09-10 07,0,0
2431,2018-09-10 08,15,0
2432,2018-09-10 09,4,0
2433,2018-09-10 10,11,0
2434,2018-09-10 11,11,0
2435,2018-09-10 12,11,0
2436,2018-09-10 13,2,0
2437,2018-09-10 14,2,0
2438,2018-09-10 15,2,0
2439,2018-09-10 16,2,0
2440,2018-09-10 17,11,0
2441,2018-09-10 18,11,0
2442,2018-09-10 19,11,0
2443,2018-09-10 20,4,0
2444,2018-09-10 21,4,0
2445,2018-09-10 22,4,0
2446,2018-09-10 23,4,0
2447,2018-09-11 00,0,0
2448,2018-09-11 01,15,0
2449,2018-09-11 02,0,0
2450,2018-09-11 03,0,0
2451,2018-09-11 04,12,0
2452,2018-09-11 05,12,0
2453,2018-09-11 06,12,0
2454,2018-09-11 07,12,0
2455,2018-09-11 08,12,0
2456,2018-09-11 09,15,0
2457,2018-09-11 10,4,0
2458,2018-09-11 11,11,0
2459,2018-09-11 12,11,0
2460,2018-09-11 13,11,0
2461,2018-09-11 14,11,0
2462,2018-09-11 15,11,0
2463,2018-09-11 16,11,0
2464,2018-09-11 17,11,0
2465,2018-09-11 18,16,0
2466,2018-09-11 19,16,0
2467,2018-09-11 20,16,0
2468,2018-09-11 21,4,0
2469,2018-09-11 22,4,0
2470,2018-09-11 23,15,0
2471,2018-09-12 00,15,0
2472,2018-09-12 01,15,0
2473,2018-09-12 02,15,0
2474,2018-09-12 03,0,0
2475,2018-09-12 04,0,0
2476,2018-09-12 05,12,0
2477,2018-09-12 06,12,0
2478,2018-09-12 07,12,0
2479,2018-09-12 08,0,0
2480,2018-09-12 09,4,0
2481,2018-09-12 10,4,0
2482,2018-09-12 11,11,0
2483,2018-09-12 12,11,0
2484,2018-09-12 13,2,0
2485,2018-09-12 14,2,0
2486,2018-09-12 15,2,0
2487,2018-09-12 16,2,0
2488,2018-09-12 17,2,0
2489,2018-09-12 18,2,0
2490,2018-09-12 19,11,0
2491,2018-09-12 20,16,0
2492,2018-09-12 21,16,0
2493,2018-09-12 22,16,0
2494,2018-09-12 23,4,0
2495,2018-09-13 00,4,0
2496,2018-09-13 01,15,0
2497,2018-09-13 02,15,0
2498,2018-09-13 03,15,0
2499,2018-09-13 04,15,0
2500,2018-09-13 05,15,0
2501,2018-09-13 06,15,0
2502,2018-09-13 07,15,0
2503,2018-09-13 08,15,0
2504,2018-09-13 09,4,0
2505,2018-09-13 10,16,0
2506,2018-09-13 11,16,0
2507,2018-09-13 12,16,0
2508,2018-09-13 13,11,0
2509,2018-09-13 14,2,0
2510,2018-09-13 15,2,0
2511,2018-09-13 16,2,0
2512,2018-09-13 17,2,0
2513,2018-09-13 18,2,0
2514,2018-09-13 19,16,0
2515,2018-09-13 20,16,0
2516,2018-09-13 21,16,0
2517,2018-09-13 22,16,0
2518,2018-09-13 23,16,0
2519,2018-09-14 00,16,0
2520,2018-09-14 01,15,0
2521,2018-09-14 02,15,0
2522,2018-09-14 03,15,0
2523,2018-09-14 04,15,0
2524,2018-09-14 05,15,0
2525,2018-09-14 06,15,0
2526,2018-09-14 07,15,0
2527,2018-09-14 08,15,0
2528,2018-09-14 09,16,0
2529,2018-09-14 10,16,0
2530,2018-09-14 11,16,0
2531,2018-09-14 12,16,0
2532,2018-09-14 13,2,0
2533,2018-09-14 14,11,0
2534,2018-09-14 15,2,0
2535,2018-09-14 16,11,0
2536,2018-09-14 17,11,0
2537,2018-09-14 18,11,0
2538,2018-09-14 19,16,0
2539,2018-09-14 20,16,0
2540,2018-09-14 21,16,0
2541,2018-09-14 22,16,0
2542,2018-09-14 23,0,1
2543,2018-09-15 00,15,0
2544,2018-09-15 01,4,0
2545,2018-09-15 02,4,0
2546,2018-09-15 03,15,0
2547,2018-09-15 04,0,1
2548,2018-09-15 05,15,0
2549,2018-09-15 06,0,1
2550,2018-09-15 07,15,0
2551,2018-09-15 08,15,0
2552,2018-09-15 09,16,0
2553,2018-09-15 10,16,0
2554,2018-09-15 11,16,0
2555,2018-09-15 12,16,0
2556,2018-09-15 13,16,0
2557,2018-09-15 14,16,0
2558,2018-09-15 15,16,0
2559,2018-09-15 16,16,0
2560,2018-09-15 17,16,0
2561,2018-09-15 18,16,0
2562,2018-09-15 19,16,0
2563,2018-09-15 20,16,0
2564,2018-09-15 21,16,0
2565,2018-09-15 22,16,0
2566,2018-09-15 23,16,0
2567,2018-09-16 00,16,0
2568,2018-09-16 01,16,0
2569,2018-09-16 02,16,0
2570,2018-09-16 03,0,1
2571,2018-09-16 04,0,1
2572,2018-09-16 05,16,0
2573,2018-09-16 06,16,0
2574,2018-09-16 07,15,0
2575,2018-09-16 08,15,0
2576,2018-09-16 09,16,0
2577,2018-09-16 10,16,0
2578,2018-09-16 11,16,0
2579,2018-09-16 12,16,0
2580,2018-09-16 13,16,0
2581,2018-09-16 14,16,0
2582,2018-09-16 15,6,1
2583,2018-09-16 16,16,0
2584,2018-09-16 17,0,1
2585,2018-09-16 18,15,0
2586,2018-09-16 19,15,0
2587,2018-09-16 20,15,0
2588,2018-09-16 21,15,0
2589,2018-09-16 22,15,0
2590,2018-09-16 23,15,0
2591,2018-09-17 00,15,0
2592,2018-09-17 01,15,0
2593,2018-09-17 02,0,1
2594,2018-09-17 03,15,0
2595,2018-09-17 04,15,0
2596,2018-09-17 05,15,0
2597,2018-09-17 06,15,0
2598,2018-09-17 07,15,0
2599,2018-09-17 08,15,0
2600,2018-09-17 09,15,0
2601,2018-09-17 10,4,0
2602,2018-09-17 11,16,0
2603,2018-09-17 12,11,0
2604,2018-09-17 13,11,0
2605,2018-09-17 14,11,0
2606,2018-09-17 15,2,0
2607,2018-09-17 16,2,0
2608,2018-09-17 17,2,0
2609,2018-09-17 18,11,0
2610,2018-09-17 19,4,0
2611,2018-09-17 20,4,0
2612,2018-09-17 21,4,0
2613,2018-09-17 22,15,0
2614,2018-09-17 23,15,0
2615,2018-09-18 00,15,0
2616,2018-09-18 01,15,0
2617,2018-09-18 02,15,0
2618,2018-09-18 03,15,0
2619,2018-09-18 04,15,0
2620,2018-09-18 05,12,0
2621,2018-09-18 06,12,0
2622,2018-09-18 07,12,0
2623,2018-09-18 08,15,0
2624,2018-09-18 09,15,0
2625,2018-09-18 10,16,0
2626,2018-09-18 11,16,0
2627,2018-09-18 12,11,0
2628,2018-09-18 13,11,0
2629,2018-09-18 14,11,0
2630,2018-09-18 15,11,0
2631,2018-09-18 16,11,0
2632,2018-09-18 17,11,0
2633,2018-09-18 18,11,0
2634,2018-09-18 19,16,0
2635,2018-09-18 20,16,0
2636,2018-09-18 21,4,0
2637,2018-09-18 22,15,0
2638,2018-09-18 23,15,0
2639,2018-09-19 00,15,0
2640,2018-09-19 01,15,0
2641,2018-09-19 02,15,0
2642,2018-09-19 03,15,0
2643,2018-09-19 04,15,0
2644,2018-09-19 05,15,0
2645,2018-09-19 06,15,0
2646,2018-09-19 07,15,0
2647,2018-09-19 08,15,0
2648,2018-09-19 09,15,0
2649,2018-09-19 10,16,0
2650,2018-09-19 11,16,0
2651,2018-09-19 12,16,0
2652,2018-09-19 13,11,0
2653,2018-09-19 14,11,0
2654,2018-09-19 15,11,0
2655,2018-09-19 16,11,0
2656,2018-09-19 17,11,0
2657,2018-09-19 18,16,0
2658,2018-09-19 19,16,0
2659,2018-09-19 20,16,0
2660,2018-09-19 21,0,1
2661,2018-09-19 22,0,1
2662,2018-09-19 23,15,0
2663,2018-09-20 00,15,0
2664,2018-09-20 01,15,0
2665,2018-09-20 02,15,0
2666,2018-09-20 03,15,0
2667,2018-09-20 04,15,0
2668,2018-09-20 05,15,0
2669,2018-09-20 06,3,1
2670,2018-09-20 07,3,1
2671,2018-09-20 08,3,1
2672,2018-09-20 09,3,1
2673,2018-09-20 10,3,1
2674,2018-09-20 11,15,0
2675,2018-09-20 12,3,1
2676,2018-09-20 13,15,0
2677,2018-09-20 14,3,1
2678,2018-09-20 15,15,0
2679,2018-09-20 16,15,0
2680,2018-09-20 17,15,0
2681,2018-09-20 18,15,0
2682,2018-09-20 19,15,0
2683,2018-09-20 20,15,0
2684,2018-09-20 21,15,0
2685,2018-09-20 22,15,0
2686,2018-09-20 23,15,0
2687,2018-09-21 00,15,0
2688,2018-09-21 01,15,0
2689,2018-09-21 02,15,0
2690,2018-09-21 03,3,1
2691,2018-09-21 04,3,1
2692,2018-09-21 05,3,1
2693,2018-09-21 06,3,1
2694,2018-09-21 07,3,1
2695,2018-09-21 08,3,1
2696,2018-09-21 09,3,1
2697,2018-09-21 10,3,1
2698,2018-09-21 11,3,1
2699,2018-09-21 12,15,0
2700,2018-09-21 13,15,0
2701,2018-09-21 14,0,1
2702,2018-09-21 15,15,0
2703,2018-09-21 16,15,0
2704,2018-09-21 17,15,0
2705,2018-09-21 18,15,0
2706,2018-09-21 19,15,0
2707,2018-09-21 20,15,0
2708,2018-09-21 21,15,0
2709,2018-09-21 22,15,0
2710,2018-09-21 23,15,0
2711,2018-09-22 00,15,0
2712,2018-09-22 01,15,0
2713,2018-09-22 02,15,0
2714,2018-09-22 03,15,0
2715,2018-09-22 04,15,0
2716,2018-09-22 05,3,1
2717,2018-09-22 06,15,0
2718,2018-09-22 07,15,0
2719,2018-09-22 08,15,0
2720,2018-09-22 09,15,0
2721,2018-09-22 10,4,0
2722,2018-09-22 11,4,0
2723,2018-09-22 12,11,0
2724,2018-09-22 13,11,0
2725,2018-09-22 14,11,0
2726,2018-09-22 15,11,0
2727,2018-09-22 16,11,0
2728,2018-09-22 17,11,0
2729,2018-09-22 18,4,0
2730,2018-09-22 19,4,0
2731,2018-09-22 20,4,0
2732,2018-09-22 21,0,0
2733,2018-09-22 22,0,0
2734,2018-09-22 23,12,0
2735,2018-09-23 00,12,0
2736,2018-09-23 01,12,0
2737,2018-09-23 02,12,0
2738,2018-09-23 03,12,0
2739,2018-09-23 04,12,0
2740,2018-09-23 05,12,0
2741,2018-09-23 06,12,0
2742,2018-09-23 07,12,0
2743,2018-09-23 08,12,0
2744,2018-09-23 09,0,0
2745,2018-09-23 10,15,0
2746,2018-09-23 11,15,0
2747,2018-09-23 12,15,0
2748,2018-09-23 13,4,0
2749,2018-09-23 14,11,0
2750,2018-09-23 15,11,0
2751,2018-09-23 16,11,0
2752,2018-09-23 17,11,0
2753,2018-09-23 18,4,0
2754,2018-09-23 19,4,0
2755,2018-09-23 20,0,0
2756,2018-09-23 21,0,0
2757,2018-09-23 22,0,0
2758,2018-09-23 23,0,0
2759,2018-09-24 00,12,0
2760,2018-09-24 01,12,0
2761,2018-09-24 02,12,0
2762,2018-09-24 03,12,0
2763,2018-09-24 04,12,0
2764,2018-09-24 05,10,0
2765,2018-09-24 06,10,0
2766,2018-09-24 07,10,0
2767,2018-09-24 08,12,0
2768,2018-09-24 09,12,0
2769,2018-09-24 10,0,0
2770,2018-09-24 11,0,0
2771,2018-09-24 12,0,0
2772,2018-09-24 13,4,0
2773,2018-09-24 14,4,0
2774,2018-09-24 15,4,0
2775,2018-09-24 16,4,0
2776,2018-09-24 17,4,0
2777,2018-09-24 18,0,0
2778,2018-09-24 19,0,0
2779,2018-09-24 20,12,0
2780,2018-09-24 21,12,0
2781,2018-09-24 22,0,0
2782,2018-09-24 23,12,0
2783,2018-09-25 00,10,0
2784,2018-09-25 01,10,0
2785,2018-09-25 02,10,0
2786,2018-09-25 03,6,0
2787,2018-09-25 04,6,0
2788,2018-09-25 05,6,0
2789,2018-09-25 06,6,0
2790,2018-09-25 07,6,0
2791,2018-09-25 08,6,0
2792,2018-09-25 09,12,0
2793,2018-09-25 10,0,0
2794,2018-09-25 11,0,0
2795,2018-09-25 12,4,0
2796,2018-09-25 13,4,0
2797,2018-09-25 14,4,0
2798,2018-09-25 15,11,0
2799,2018-09-25 16,11,0
2800,2018-09-25 17,4,0
2801,2018-09-25 18,4,0
2802,2018-09-25 19,15,0
2803,2018-09-25 20,15,0
2804,2018-09-25 21,0,0
2805,2018-09-25 22,12,0
2806,2018-09-25 23,12,0
2807,2018-09-26 00,12,0
2808,2018-09-26 01,12,0
2809,2018-09-26 02,12,0
2810,2018-09-26 03,12,0
2811,2018-09-26 04,12,0
2812,2018-09-26 05,12,0
2813,2018-09-26 06,12,0
2814,2018-09-26 07,12,0
2815,2018-09-26 08,12,0
2816,2018-09-26 09,12,0
2817,2018-09-26 10,15,0
2818,2018-09-26 11,15,0
2819,2018-09-26 12,4,0
2820,2018-09-26 13,4,0
2821,2018-09-26 14,11,0
2822,2018-09-26 15,11,0
2823,2018-09-26 16,11,0
2824,2018-09-26 17,4,0
2825,2018-09-26 18,4,0
2826,2018-09-26 19,15,0
2827,2018-09-26 20,0,0
2828,2018-09-26 21,0,0
2829,2018-09-26 22,0,0
2830,2018-09-26 23,0,0
2831,2018-09-27 00,12,0
2832,2018-09-27 01,12,0
2833,2018-09-27 02,12,0
2834,2018-09-27 03,10,0
2835,2018-09-27 04,10,0
2836,2018-09-27 05,10,0
2837,2018-09-27 06,10,0
2838,2018-09-27 07,10,0
2839,2018-09-27 08,10,0
2840,2018-09-27 09,0,0
2841,2018-09-27 10,0,0
2842,2018-09-27 11,4,0
2843,2018-09-27 12,4,0
2844,2018-09-27 13,4,0
2845,2018-09-27 14,11,0
2846,2018-09-27 15,4,0
2847,2018-09-27 16,4,0
2848,2018-09-27 17,11,0
2849,2018-09-27 18,4,0
2850,2018-09-27 19,15,0
2851,2018-09-27 20,0,0
2852,2018-09-27 21,0,0
2853,2018-09-27 22,0,0
2854,2018-09-27 23,0,0
2855,2018-09-28 00,12,0
2856,2018-09-28 01,12,0
2857,2018-09-28 02,12,0
2858,2018-09-28 03,12,0
2859,2018-09-28 04,10,0
2860,2018-09-28 05,10,0
2861,2018-09-28 06,10,0
2862,2018-09-28 07,10,0
2863,2018-09-28 08,12,0
2864,2018-09-28 09,12,0
2865,2018-09-28 10,12,0
2866,2018-09-28 11,12,0
2867,2018-09-28 12,15,0
2868,2018-09-28 13,15,0
2869,2018-09-28 14,15,0
2870,2018-09-28 15,15,0
2871,2018-09-28 16,4,0
2872,2018-09-28 17,4,0
2873,2018-09-28 18,15,0
2874,2018-09-28 19,15,0
2875,2018-09-28 20,12,0
2876,2018-09-28 21,12,0
2877,2018-09-28 22,12,0
2878,2018-09-28 23,12,0
2879,2018-09-29 00,12,0
2880,2018-09-29 01,12,0
2881,2018-09-29 02,12,0
2882,2018-09-29 03,12,0
2883,2018-09-29 04,12,0
2884,2018-09-29 05,12,0
2885,2018-09-29 06,10,0
2886,2018-09-29 07,10,0
2887,2018-09-29 08,12,0
2888,2018-09-29 09,0,0
2889,2018-09-29 10,4,0
2890,2018-09-29 11,4,0
2891,2018-09-29 12,4,0
2892,2018-09-29 13,11,0
2893,2018-09-29 14,11,0
2894,2018-09-29 15,11,0
2895,2018-09-29 16,11,0
2896,2018-09-29 17,11,0
2897,2018-09-29 18,11,0
2898,2018-09-29 19,4,0
2899,2018-09-29 20,4,0
2900,2018-09-29 21,15,0
2901,2018-09-29 22,15,0
2902,2018-09-29 23,15,0
2903,2018-09-30 00,12,0
2904,2018-09-30 01,12,0
2905,2018-09-30 02,12,0
2906,2018-09-30 03,12,0
2907,2018-09-30 04,12,0
2908,2018-09-30 05,12,0
2909,2018-09-30 06,12,0
2910,2018-09-30 07,12,0
2911,2018-09-30 08,12,0
2912,2018-09-30 09,15,0
2913,2018-09-30 10,15,0
2914,2018-09-30 11,15,0
2915,2018-09-30 12,4,0
2916,2018-09-30 13,4,0
2917,2018-09-30 14,4,0
2918,2018-09-30 15,4,0
2919,2018-09-30 16,4,0
2920,2018-09-30 17,0,0
2921,2018-09-30 18,0,0
2922,2018-09-30 19,0,0
2923,2018-09-30 20,12,0
2924,2018-09-30 21,10,0
2925,2018-09-30 22,10,0
2926,2018-09-30 23,10,0
2927,2018-10-01 00,10,0
2928,2018-10-01 01,10,0
2929,2018-10-01 02,10,0
2930,2018-10-01 03,10,0
2931,2018-10-01 04,10,0
2932,2018-10-01 05,10,0
2933,2018-10-01 06,10,0
2934,2018-10-01 07,10,0
2935,2018-10-01 08,10,0
2936,2018-10-01 09,10,0
2937,2018-10-01 10,12,0
2938,2018-10-01 11,0,0
2939,2018-10-01 12,0,0
2940,2018-10-01 13,0,0
2941,2018-10-01 14,0,0
2942,2018-10-01 15,0,0
2943,2018-10-01 16,0,0
2944,2018-10-01 17,12,0
2945,2018-10-01 18,12,0
2946,2018-10-01 19,12,0
2947,2018-10-01 20,12,0
2948,2018-10-01 21,10,0
2949,2018-10-01 22,10,0
2950,2018-10-01 23,10,0
2951,2018-10-02 00,10,0
2952,2018-10-02 01,6,0
2953,2018-10-02 02,6,0
2954,2018-10-02 03,6,0
2955,2018-10-02 04,6,0
2956,2018-10-02 05,6,0
2957,2018-10-02 06,6,0
2958,2018-10-02 07,6,0
2959,2018-10-02 08,6,0
2960,2018-10-02 09,10,0
2961,2018-10-02 10,12,0
2962,2018-10-02 11,0,0
2963,2018-10-02 12,0,0
2964,2018-10-02 13,0,0
2965,2018-10-02 14,4,0
2966,2018-10-02 15,4,0
2967,2018-10-02 16,4,0
2968,2018-10-02 17,4,0
2969,2018-10-02 18,0,0
2970,2018-10-02 19,12,0
2971,2018-10-02 20,12,0
2972,2018-10-02 21,12,0
2973,2018-10-02 22,12,0
2974,2018-10-02 23,12,0
2975,2018-10-03 00,10,0
2976,2018-10-03 01,10,0
2977,2018-10-03 02,10,0
2978,2018-10-03 03,6,0
2979,2018-10-03 04,6,0
2980,2018-10-03 05,6,0
2981,2018-10-03 06,6,0
2982,2018-10-03 07,6,0
2983,2018-10-03 08,6,0
2984,2018-10-03 09,10,0
2985,2018-10-03 10,12,0
2986,2018-10-03 11,4,0
2987,2018-10-03 12,4,0
2988,2018-10-03 13,4,0
2989,2018-10-03 14,4,0
2990,2018-10-03 15,11,0
2991,2018-10-03 16,11,0
2992,2018-10-03 17,4,0
2993,2018-10-03 18,4,0
2994,2018-10-03 19,0,0
2995,2018-10-03 20,0,0
2996,2018-10-03 21,12,0
2997,2018-10-03 22,12,0
2998,2018-10-03 23,12,0
2999,2018-10-04 00,12,0
3000,2018-10-04 01,10,0
3001,2018-10-04 02,10,0
3002,2018-10-04 03,10,0
3003,2018-10-04 04,6,0
3004,2018-10-04 05,6,0
3005,2018-10-04 06,6,0
3006,2018-10-04 07,6,0
3007,2018-10-04 08,10,0
3008,2018-10-04 09,12,0
3009,2018-10-04 10,0,0
3010,2018-10-04 11,4,0
3011,2018-10-04 12,4,0
3012,2018-10-04 13,16,0
3013,2018-10-04 14,11,0
3014,2018-10-04 15,11,0
3015,2018-10-04 16,11,0
3016,2018-10-04 17,16,0
3017,2018-10-04 18,16,0
3018,2018-10-04 19,4,0
3019,2018-10-04 20,4,0
3020,2018-10-04 21,15,0
3021,2018-10-04 22,15,0
3022,2018-10-04 23,15,0
3023,2018-10-05 00,15,0
3024,2018-10-05 01,15,0
3025,2018-10-05 02,15,0
3026,2018-10-05 03,12,0
3027,2018-10-05 04,12,0
3028,2018-10-05 05,12,0
3029,2018-10-05 06,12,0
3030,2018-10-05 07,12,0
3031,2018-10-05 08,3,1
3032,2018-10-05 09,3,1
3033,2018-10-05 10,3,1
3034,2018-10-05 11,3,1
3035,2018-10-05 12,3,1
3036,2018-10-05 13,3,1
3037,2018-10-05 14,3,1
3038,2018-10-05 15,3,1
3039,2018-10-05 16,3,1
3040,2018-10-05 17,3,1
3041,2018-10-05 18,3,1
3042,2018-10-05 19,3,1
3043,2018-10-05 20,3,1
3044,2018-10-05 21,3,1
3045,2018-10-05 22,3,1
3046,2018-10-05 23,3,1
3047,2018-10-06 00,3,1
3048,2018-10-06 01,3,1
3049,2018-10-06 02,3,1
3050,2018-10-06 03,3,1
3051,2018-10-06 04,3,1
3052,2018-10-06 05,3,1
3053,2018-10-06 06,3,1
3054,2018-10-06 07,3,1
3055,2018-10-06 08,3,1
3056,2018-10-06 09,3,1
3057,2018-10-06 10,3,1
3058,2018-10-06 11,3,1
3059,2018-10-06 12,3,1
3060,2018-10-06 13,3,1
3061,2018-10-06 14,15,0
3062,2018-10-06 15,4,0
3063,2018-10-06 16,4,0
3064,2018-10-06 17,15,0
3065,2018-10-06 18,15,0
3066,2018-10-06 19,15,0
3067,2018-10-06 20,15,0
3068,2018-10-06 21,15,0
3069,2018-10-06 22,12,0
3070,2018-10-06 23,12,0
3071,2018-10-07 00,12,0
3072,2018-10-07 01,12,0
3073,2018-10-07 02,12,0
3074,2018-10-07 03,12,0
3075,2018-10-07 04,12,0
3076,2018-10-07 05,12,0
3077,2018-10-07 06,12,0
3078,2018-10-07 07,10,0
3079,2018-10-07 08,10,0
3080,2018-10-07 09,12,0
3081,2018-10-07 10,0,0
3082,2018-10-07 11,0,0
3083,2018-10-07 12,0,0
3084,2018-10-07 13,0,0
3085,2018-10-07 14,0,0
3086,2018-10-07 15,0,0
3087,2018-10-07 16,4,0
3088,2018-10-07 17,0,0
3089,2018-10-07 18,0,0
3090,2018-10-07 19,12,0
3091,2018-10-07 20,12,0
3092,2018-10-07 21,10,0
3093,2018-10-07 22,10,0
3094,2018-10-07 23,10,0
3095,2018-10-08 00,6,0
3096,2018-10-08 01,6,0
3097,2018-10-08 02,6,0
3098,2018-10-08 03,6,0
3099,2018-10-08 04,6,0
3100,2018-10-08 05,6,0
3101,2018-10-08 06,14,0
3102,2018-10-08 07,14,0
3103,2018-10-08 08,6,0
3104,2018-10-08 09,6,0
3105,2018-10-08 10,12,0
3106,2018-10-08 11,12,0
3107,2018-10-08 12,15,0
3108,2018-10-08 13,15,0
3109,2018-10-08 14,0,0
3110,2018-10-08 15,15,0
3111,2018-10-08 16,0,0
3112,2018-10-08 17,0,0
3113,2018-10-08 18,0,0
3114,2018-10-08 19,12,0
3115,2018-10-08 20,12,0
3116,2018-10-08 21,10,0
3117,2018-10-08 22,10,0
3118,2018-10-08 23,10,0
3119,2018-10-09 00,6,0
3120,2018-10-09 01,6,0
3121,2018-10-09 02,6,0
3122,2018-10-09 03,6,0
3123,2018-10-09 04,6,0
3124,2018-10-09 05,6,0
3125,2018-10-09 06,6,0
3126,2018-10-09 07,6,0
3127,2018-10-09 08,6,0
3128,2018-10-09 09,6,0
3129,2018-10-09 10,10,0
3130,2018-10-09 11,12,0
3131,2018-10-09 12,0,0
3132,2018-10-09 13,15,0
3133,2018-10-09 14,0,0
3134,2018-10-09 15,0,0
3135,2018-10-09 16,0,0
3136,2018-10-09 17,0,0
3137,2018-10-09 18,12,0
3138,2018-10-09 19,12,0
3139,2018-10-09 20,12,0
3140,2018-10-09 21,12,0
